RegionID,SizeRank,RegionName,RegionType,StateName,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022,11/30/2022,12/31/2022,1/31/2023,2/28/2023,3/31/2023,4/30/2023,5/31/2023,6/30/2023,7/31/2023,8/31/2023,9/30/2023,10/31/2023,11/30/2023,12/31/2023,1/31/2024,2/29/2024
102001,0,United States,country,,144080.3247,145034.9001,146086.8322,147265.2783,148203.4222,149125.57,150155.2463,151320.6213,152425.4716,153488.5888,154541.7787,155636.9077,156691.2169,157859.7341,159234.04,160465.5843,161584.3773,162301.9893,163218.2444,164078.4719,165072.0592,165803.5623,166574.9172,167418.2477,168492.6151,169504.5804,170400.2378,171004.5802,171460.9227,171823.7455,172162.8773,172521.9206,172767.2631,173201.4768,174000.8999,175110.3385,176714.6243,178282.1299,179851.3763,180945.5513,181481.5432,181454.2,181288.3798,181603.4661,182724.3623,184356.4397,186509.1129,188806.3856,190788.2258,192590.7937,194587.917,197139.6906,200160.2244,203451.9997,206533.9851,208877.7615,210370.5613,211740.0627,213555.286,215703.3706,218377.489,221407.8134,224978.6887,228851.9095,232456.4858,235829.04,237858.5463,238682.4643,238382.6739,238148.1998,238193.8655,238216.0756,237730.2906,237073.3461,236777.3076,237350.3693,238435.1247,239880.0052,241219.897,242613.4884,243764.5865,244675.2185,245458.9032,245805.6739,246057.8199,246091.5765
394913,1,"New York, NY",msa,NY,304830.8663,307563.2793,309439.148,312206.3645,314601.6466,317188.1054,319672.6129,322284.2515,324206.3057,325261.7923,324937.7482,324997.2422,325696.6728,327760.3038,330249.6796,332927.6433,335692.8463,337555.5589,339043.585,339803.5824,340334.424,340034.2226,340014.2597,339820.4485,341252.7049,343037.3015,345703.7467,347937.6323,349784.2207,351145.7147,351705.4271,351014.1303,349402.5191,347694.0737,347386.4858,348037.8488,350237.2139,352612.6293,355143.1545,356617.119,357540.5495,357503.7093,356049.8347,352979.5683,349547.9172,346848.7306,345853.7009,346447.2298,347499.7893,348818.7708,350347.8433,352086.5265,354217.5769,355962.454,358261.9857,360761.2151,363479.7292,366701.9383,370203.1218,373455.4865,374756.2218,374990.02,375001.2329,376089.5964,377473.856,379890.9522,381345.1858,381686.7235,379902.6416,378021.8854,376918.9951,376748.419,378006.7676,378871.5011,379691.0557,380160.7291,380920.069,382235.502,383402.5047,384529.949,385295.7993,385759.7708,386028.4798,386042.8285,386656.242,387523.7085
753899,2,"Los Angeles, CA",msa,CA,322932.8751,330005.0752,338906.242,346348.8925,351857.9564,356593.2767,358517.7907,359365.1343,359540.342,361792.0133,364805.5519,367601.2835,371782.1545,377740.9501,385001.9042,391209.6703,396291.2684,399705.6511,403294.8506,407303.8301,412771.4485,418136.2149,422324.2238,425159.3476,424633.4529,420833.6313,414990.216,410139.909,407039.7998,404971.9225,404983.9087,407142.1426,410737.9554,414290.8142,417510.2859,421220.899,423785.6763,424948.6202,424666.3071,424253.1086,423037.76,421035.6095,420225.9733,422170.3822,426658.6028,431920.4879,438136.0338,444517.9577,448569.9427,449814.6041,449214.8467,450213.7508,453037.8614,457719.8778,464042.4775,470417.2488,476026.6036,481259.7678,487007.3552,493613.2139,498955.1672,503083.6727,506670.976,510160.2681,514125.6878,517076.6474,519349.7094,519565.5518,518951.3861,518657.1786,519398.9731,520345.4411,518406.9547,513787.7293,508520.0793,506138.0974,506660.064,509239.1583,513319.5823,518574.4096,524408.8506,529160.5101,532877.3283,534562.2555,534080.5235,531055.3303
394463,3,"Chicago, IL",msa,IL,140912.2974,142091.7864,143119.052,143924.8972,144552.9223,144770.4487,145226.4243,145649.5388,146419.786,147604.552,149124.1635,150829.2799,152236.7477,153738.0346,155564.8709,157174.1409,158061.807,157871.7622,157795.3789,157909.2199,158438.5872,158565.9314,158519.1787,158542.1157,159106.3069,159983.2467,160562.4689,160862.8154,160909.4157,160829.656,160462.0684,159971.2751,159264.4843,158934.2305,158905.8783,159583.1974,160684.4729,161721.179,162327.6177,162178.0036,161450.6334,160512.2977,159675.6155,159566.6427,159987.83,160557.5545,161228.2606,161910.0418,162580.6284,163397.5824,164354.5525,165257.3396,165810.0144,166437.3373,167558.1932,168642.6709,169048.1418,169044.2442,169257.3951,169922.1094,170396.795,171038.3717,171972.3066,173587.6208,174341.3365,174606.7803,174124.751,173983.5708,173976.7555,174217.0693,174696.7776,175257.3474,175763.2085,176384.0243,177300.0313,178788.1692,180440.196,182077.5826,183619.9067,185458.9924,187420.4824,189152.4725,190479.9039,190940.1467,191083.1948,191282.0453
394514,4,"Dallas, TX",msa,TX,95730.49755,96881.10607,98099.79371,99442.69056,100651.9091,101788.8634,102959.2157,104215.9812,105569.8532,106825.8334,108084.8209,109297.2533,110421.5643,111693.2197,113204.0802,114696.3397,116030.1116,116816.8759,117626.4224,118258.5641,119044.7343,119522.037,120072.079,120823.003,121731.7085,122437.8943,122789.3882,122717.1797,122667.7025,122729.4162,123010.5342,123204.2002,123366.1962,123612.021,124140.0063,124845.9334,125923.1627,127078.8422,128060.0437,128503.5175,128358.3605,127916.1288,127687.8916,127980.6363,128818.2792,129889.6912,131236.1641,132584.8124,133690.2368,134722.9705,135963.5688,137622.8634,139402.3809,140997.8583,142218.9743,142976.9582,143590.2264,144377.2452,145647.3022,147317.6089,149956.5885,153279.7376,157121.5585,160994.975,164762.9632,168160.8602,170313.1791,171118.7331,170966.0111,171072.879,171473.0376,171948.5128,171854.4435,171499.6462,171182.3487,171121.6202,171147.6557,171603.7502,172305.1515,173536.3598,174503.2373,175074.9387,175230.1501,174853.4366,174654.6312,174613.9529
394692,5,"Houston, TX",msa,TX,89959.26569,90458.84383,91021.63964,91532.43503,91786.218,91983.51522,92265.97493,92688.80113,93083.61053,93440.67365,93897.06955,94393.03614,94905.16334,95526.35948,96299.65934,96872.23256,97279.77184,97523.7435,98013.31,98558.04704,99105.06344,99572.61744,99970.50015,100567.0211,101327.7147,102059.8769,102615.3807,102832.2072,103115.37,103358.5868,103505.3853,103506.7022,103537.9708,103887.84,104478.0891,105157.4108,105813.8115,106470.7341,107141.3541,107723.3476,107934.6162,107849.5833,107642.4709,107795.6078,108281.7118,109040.6491,110046.0882,110998.6647,111690.4435,112167.0397,112790.6815,113768.275,115067.9553,116561.3736,117874.3289,118784.7779,119406.8172,120212.3872,121255.7634,122510.7964,124126.8772,125734.9599,127585.6124,129372.47,131276.9664,133077.2896,134276.2682,135036.0184,135423.6307,136033.6925,136782.3115,137313.1421,137531.9335,137567.9883,137699.5972,137963.1799,138285.4663,138595.1061,138880.1256,139280.9672,139574.2809,139659.9283,139676.9325,139472.851,139387.0476,139112.4298
395209,6,"Washington, DC",msa,VA,269297.1362,270005.8861,270519.7493,271168.9656,271411.5135,271794.3557,272196.2092,273051.9294,273858.0088,274702.8285,275237.285,275888.7391,276513.8851,277212.1356,278013.161,278567.0393,279151.4872,279151.3024,279657.5812,279876.9233,280414.081,280708.2991,281393.3897,282260.0056,283127.8714,283863.782,284653.728,285580.2016,286506.5342,287196.6548,287814.9795,288509.2747,289220.7304,289977.1713,291173.569,292815.5604,295276.8188,297779.6009,300419.8966,302589.1011,303712.7434,303747.9304,303274.369,303481.8475,304580.9696,306034.9832,307609.3538,308895.7175,309423.3937,309325.7218,309287.3484,309661.572,310239.49,310488.2893,309912.3436,308938.2654,307438.8095,306423.5945,305978.5607,306188.6712,306641.5347,307306.2238,308881.5236,310860.9715,312596.7952,313513.1339,313476.4036,312866.1568,311704.7046,310969.9665,310577.4471,310265.2386,309711.8977,309340.3556,309164.7892,309793.9389,310982.1734,312984.8241,315338.6052,317956.3642,320406.3928,322035.6513,322947.7213,322702.471,322431.813,322280.2367
394974,7,"Philadelphia, PA",msa,PA,143030.301,143355.2734,143675.7949,144399.1684,145048.6282,145773.0811,146482.2217,147126.0902,147704.1862,148376.2626,149179.403,149995.2513,150624.8398,151507.163,152649.7408,153718.735,154381.7098,154446.0015,154656.7588,154890.7926,155420.8106,155830.9138,156304.2473,156934.8541,157711.725,158529.0803,159030.5022,159305.3678,159548.5067,159905.6688,160389.4429,160698.3351,160839.6594,161059.0182,161740.448,162729.3624,164973.0856,167233.5362,169336.8337,170220.3109,170540.4151,170388.9373,169802.9952,169356.6884,169577.6953,170584.5304,172394.2256,174347.989,175831.4208,176985.3974,178378.0493,180045.5361,181996.8204,184079.0442,186425.8473,188807.3182,190446.8275,191636.4027,192448.4192,193422.2997,194234.4093,194912.5278,195746.8953,197319.4512,199174.1217,201141.0484,202043.4418,202255.1431,201945.7292,202262.7078,202832.3367,203200.9573,202995.2735,202677.3143,202961.7526,203872.0917,205349.6936,206844.9059,208409.2367,210078.4487,211936.6253,213849.853,215599.8342,216582.7561,216965.9671,216962.6249
394856,8,"Miami, FL",msa,FL,125669.0963,126097.4707,126885.9751,127819.3458,128591.7042,129302.158,130026.5732,130769.6421,131380.8332,131982.8908,132761.1203,133683.5735,134520.5513,135231.6231,135953.9913,136459.3362,136950.8417,137296.7784,138019.3878,138625.0758,139223.5078,139648.11,140431.7744,141547.7156,142795.871,143571.7192,143684.4883,143367.6583,142981.2738,142773.2628,142695.0141,142823.1662,143047.9206,143446.5026,144156.7819,145176.8008,146658.779,147968.8818,148927.0803,149236.999,149000.9618,148642.2441,148327.7064,148537.1142,149062.0285,149815.9856,150833.5544,151909.1609,152758.2345,153387.522,154236.2055,155596.1861,157396.079,159764.7696,162146.8436,164385.354,166160.8597,167956.4207,170268.8461,173030.2169,176817.7054,181166.2903,186073.8065,191358.9594,196617.798,202144.5638,206697.2675,210180.4136,212448.583,214339.1636,216323.58,217981.0609,218939.9203,219516.9934,220146.8602,221130.598,222257.7038,223665.147,224983.3318,226117.4572,226612.2281,226939.6259,227601.8796,227965.4472,228148.0389,227690.5545
394347,9,"Atlanta, GA",msa,GA,148198.2124,149571.5148,150897.4456,152671.2776,154323.062,155699.3991,157099.1331,158380.0563,159750.3234,161257.0813,162869.4349,164822.467,166639.8749,168567.1256,170430.3011,171788.0894,173062.8984,173900.4276,175237.7735,176600.8349,178274.3052,180125.8092,181915.7383,183949.6488,185846.567,187591.6216,188671.5202,189037.2593,189014.1529,188613.9875,188533.8951,188786.4172,189216.3447,189729.5567,190535.8081,191755.5066,193886.0527,195721.5384,197084.2279,197095.2265,196518.2499,195670.4739,195153.1689,195234.3259,196070.2064,197217.8662,198667.4117,200094.151,201187.0568,202621.288,204571.8772,206965.9437,208971.7513,210684.9752,212246.6061,213639.1431,214822.7832,216215.8683,217893.1037,220066.1299,222972.5019,226065.3334,229074.3396,232199.9969,235331.3381,238504.1315,240734.7995,242015.508,243009.0606,243997.2317,245486.7409,246526.5687,246963.5773,246853.5184,246840.2233,247121.9995,247747.0229,248308.4709,249122.5884,250620.5207,252311.434,253475.5192,253794.8224,253164.5934,252659.8118,252095.4374
394404,10,"Boston, MA",msa,MA,308034.5989,309603.5462,311624.6557,314376.5552,317063.4548,319659.8085,322074.2903,324619.5464,327082.0092,329058.0235,330717.9566,332233.7653,334006.6908,336189.1759,339165.2754,342225.6426,345283.5781,347427.6841,349577.5596,351241.6766,352830.7665,353671.7877,354482.44,354931.7621,355310.3257,355400.0934,355665.4869,356326.4146,356945.365,357608.1591,358087.5312,358262.6395,358119.8096,358376.9154,359357.1455,360498.4388,362465.2099,364764.4754,367380.6381,369248.4618,370146.2002,370322.495,370153.9927,370532.3068,371804.3002,373502.5762,375593.579,377843.0876,379113.8398,379881.2913,380329.0221,381748.1738,383961.208,386528.2801,389021.2055,390937.2854,391914.9143,392804.6527,394239.858,396416.4111,398734.2749,401122.669,404071.7548,407386.7887,410606.8497,413198.6552,414124.3003,413419.7766,411326.7176,409860.8298,409384.0814,409807.1477,410317.4533,410311.8206,410570.8183,411956.6821,414912.5466,418633.1819,422123.8582,425391.7033,428098.9637,430139.0491,431655.4738,432730.7573,434282.7796,435867.3723
394976,11,"Phoenix, AZ",msa,AZ,110864.2127,111439.0222,112215.3413,113282.6787,114406.1391,115590.1276,116906.9759,118335.9425,119661.9726,120864.8545,121883.7615,122945.1851,124162.9833,125710.4532,127302.2675,128569.3723,129619.3042,130486.4449,131609.0951,132837.1036,134240.1398,135382.6212,136502.4902,137645.3876,139000.944,140165.1454,140937.3544,141449.7013,141795.5388,142284.7777,142701.9451,143323.3164,143968.3355,144882.0207,146086.2104,147460.3618,149812.5767,152924.1411,156618.8453,159676.8906,161713.6494,162353.2804,162304.2629,162329.5781,163308.6813,164915.6867,167060.1767,169444.7276,171698.4179,173648.7827,176227.5742,179770.2512,184592.1714,190449.2043,196790.2463,202901.9597,207675.7447,211812.7586,215605.2041,219727.8803,224407.4074,230232.2003,237080.1418,244533.2054,251684.9324,258397.9646,262625.8068,263989.6842,262418.7724,260035.8649,257415.5175,254631.3909,251060.7713,247627.3879,244918.0014,243634.8393,243010.2009,243178.0688,244056.9383,245749.6585,247590.0719,249213.8469,250510.3,251143.8375,251033.1584,250526.3073
395057,12,"San Francisco, CA",msa,CA,552438.5657,556734.5334,560492.3724,564624.2638,567254.5316,570250.2827,571998.0067,575277.7139,579440.3238,585275.8154,591586.2079,597867.4508,604245.2192,610677.4782,617188.3632,622738.9313,627944.5929,631052.1048,632676.9297,632598.8965,632958.6068,633883.8886,634752.5403,635041.1017,636936.5228,639612.5926,642789.6436,644724.1195,646410.3402,648389.6746,650265.5371,652097.7752,652740.2839,653535.5112,654509.2493,656139.4668,656396.7807,655386.1043,654567.0183,654579.8842,653474.8248,649478.7607,642468.7599,635727.7167,631212.5052,629640.1615,630313.4984,631923.6795,632986.5377,632458.4676,631524.8623,631172.99,632519.3894,634421.856,637947.8605,640800.125,643195.0846,645122.4638,648773.1983,652869.2825,656834.7043,660287.8572,664396.0082,667072.5111,667150.9816,664056.8953,657939.4354,649685.2983,640166.674,631782.9616,624533.5328,618027.3876,612155.8085,607039.2523,603565.5906,601387.0797,600463.9291,600305.1767,600755.6915,601501.4441,602130.8332,601037.4273,598794.7679,594610.1877,591252.7375,588499.1219
395025,13,"Riverside, CA",msa,CA,120377.3706,122459.4689,126049.1629,129700.757,132641.768,135129.0867,137334.7636,139956.9504,142974.5395,146385.6744,149631.7419,152512.9507,154867.6964,156842.945,158292.0476,159228.3694,160141.9331,160744.0764,161872.2835,163205.9677,165122.0676,166994.8768,168665.5096,170371.7168,172603.498,174977.361,177152.7582,178459.5527,179140.8197,179435.5639,179591.3761,179783.7982,180099.0019,180837.7603,182483.6564,184478.0456,186106.5402,186864.0751,187096.7083,187353.0146,187266.7365,186189.0334,184661.2286,183863.403,185286.3799,188366.2273,192810.2115,197637.7184,201953.144,205675.9402,209160.2923,213381.9757,219050.053,225452.0508,231730.9926,236494.0916,240092.7066,243403.8236,247126.1515,251229.7119,256245.41,262300.1704,269250.0884,276058.782,281810.6286,286789.6191,289601.4408,290197.1023,288953.421,288141.8556,287635.4202,286867.32,284883.8633,282448.8831,279682.4169,277713.192,276381.6336,276394.9009,277109.7935,278653.129,280260.3895,282046.8977,283610.1281,284863.3456,285101.1877,284321.4494
394532,14,"Detroit, MI",msa,MI,92441.10742,93278.88163,94385.1391,95520.538,96664.37957,97711.4198,98772.04642,99820.81648,100715.8983,101835.7166,103023.354,104396.6885,105555.8342,106770.9938,108098.0061,109515.8638,110948.5,111975.9716,113076.2496,113935.4593,114938.1484,115531.7862,116058.3033,116612.0208,117761.4887,119001.8811,120418.2196,121472.8604,122588.3641,123188.1059,123300.4753,123144.717,122843.0975,122954.7911,123200.4408,123679.7709,124828.3412,126083.5821,127390.7839,127911.319,128121.6846,128217.5104,128325.3324,128802.9032,129724.6476,131108.7053,132976.7999,134754.674,136305.3896,137841.9069,139848.9676,142209.1968,144832.545,147413.7609,149491.1233,150492.0649,150552.7272,150549.1761,150684.4414,150731.3236,151061.248,152262.8381,154734.8909,157621.9005,160009.2901,161449.8753,161759.5509,161352.8102,161036.9396,161243.6482,161517.7568,161690.5469,161380.0367,161014.5945,160465.9254,160370.1472,160724.2638,161829.3189,163137.3735,164751.9723,165957.4907,167030.8876,167743.8421,168181.4694,168100.5021,168409.5107
395078,15,"Seattle, WA",msa,WA,283422.8233,288116.4339,293784.43,299641.9006,304744.306,309698.0926,314714.4054,319933.0753,324558.0476,328789.6706,332685.6862,336744.3589,340955.5042,346103.612,352615.1462,358978.0867,364582.8985,367655.2869,370075.4765,370828.065,370481.4319,368855.8375,367087.9154,365547.3956,364205.9567,362811.5584,362157.0265,361843.1005,362010.3397,361698.9863,360917.9408,359828.0689,358666.6217,358036.5353,358243.447,359415.0748,361284.4223,363676.7205,366803.959,369933.4085,371459.2547,371255.8655,370456.364,370661.0556,372182.2631,374132.61,376687.1534,378862.8941,380588.8451,381980.2806,383543.1599,385868.5858,388200.1929,390589.5405,392697.3944,393951.5021,394645.5647,395954.2412,398837.0166,403026.6818,408481.1576,414710.4497,422238.0618,429707.2931,435478.2959,437780.8265,435909.3521,431563.9132,426558.2237,423102.5507,421166.8465,419468.5637,417351.6867,414985.2192,412779.7208,411024.7645,409663.0622,409058.7332,408643.4871,408951.4655,409553.7397,410112.588,410393.5419,410089.3189,410385.325,410547.5553
394865,16,"Minneapolis, MN",msa,MN,134345.0599,135582.6943,136817.3143,138326.7003,139640.4521,140787.7282,141694.6193,142548.1728,143195.2428,143895.0088,144891.1557,146325.3927,148554.9152,151497.3981,155060.6657,158038.9884,160140.4189,161044.8011,161687.8765,162054.2803,162459.4932,162644.095,163148.544,164033.9305,165553.6539,167269.6217,169002.7072,170225.6368,170714.0231,170681.2396,170249.6307,170031.1287,169843.2429,169925.598,170391.5476,171370.6435,172931.2216,174527.6092,176184.2492,177572.1258,178124.6374,177354.9725,175671.0067,174287.6429,174044.5064,174833.1757,176250.5389,177685.7074,178834.1394,179875.5734,181185.4247,182945.8362,184924.519,186891.0351,188172.8504,188456.9346,187783.5294,186923.0264,186397.4433,186204.7328,186577.5553,187296.0909,188089.7706,188936.1136,189521.3171,190299.6674,190343.1916,189900.0807,189051.2799,188590.269,188425.8008,188021.1498,187417.3613,186846.8824,186412.1069,186116.7462,185901.0121,186147.549,186641.828,187377.4684,188017.2251,188202.5683,188219.4445,187906.6624,187703.2744,187644.0939
395056,17,"San Diego, CA",msa,CA,298579.8281,301320.2154,303876.2384,307025.0036,309671.1246,312614.0025,315405.2457,319386.18,323197.7539,327425.6943,331184.5189,334849.6421,337632.5651,339887.0515,342160.1665,344568.3786,347015.4844,349013.3744,351101.3264,353082.7505,354636.5055,355833.6881,356487.5001,357006.9149,359384.8253,363362.154,367940.3871,370791.5708,371977.4542,372596.9024,372468.6547,372192.2913,371588.0438,371852.3294,373085.0294,375038.7775,376448.6156,377545.5549,378621.787,380063.7891,380812.8814,378535.8636,374261.4097,369346.1742,366940.2474,366794.8552,369157.8712,373045.2036,376947.8197,379613.0943,382105.1227,385573.7771,390875.6556,397520.9451,404479.2849,410392.0576,414451.1041,418641.1483,424190.1123,431664.1393,440254.9737,449245.7078,459022.003,469043.0591,478849.33,486775.7551,490928.8718,490700.2285,487874.5731,485359.1598,483500.3502,481880.2356,479810.0328,477743.506,476419.0163,476698.7145,478839.0014,483093.1195,487953.8291,493351.0239,498474.9551,502523.4978,505367.9858,505831.6737,505898.2256,506279.8407
395148,18,"Tampa, FL",msa,FL,77592.84644,78490.52994,79500.3827,80493.50022,81318.34813,82175.09849,83296.67355,84549.70735,85741.54206,86839.33896,87976.07897,89214.04898,90278.14692,91249.41578,92199.03794,93055.31976,93842.63763,94500.86621,95371.53418,96308.02065,97227.29144,97979.61095,98746.20482,99688.63927,100630.7241,101274.4744,101661.946,102024.5093,102561.3453,103141.8624,103621.1715,104051.9825,104372.3256,104785.6135,105341.7601,106147.6391,107818.0651,109460.283,110807.7396,111210.2561,111223.0594,111186.7523,111167.9849,111605.8533,112446.7906,113735.6974,115334.1538,116909.4584,118172.8817,119357.3118,121062.9277,123286.2067,125891.0571,128908.7505,132104.7687,135110.1651,137665.978,140146.0399,143049.3654,146203.8815,149881.1095,153963.2127,158768.3827,164231.643,169859.1089,175533.5213,179933.4029,182928.939,184023.8866,184408.3768,184426.3387,184371.4619,183701.6585,183053.9533,182519.1896,182543.7989,182664.0211,183133.9581,183582.7847,184017.5514,183999.357,183891.6561,183806.1937,183679.4762,183556.0134,183433.4397
394530,19,"Denver, CO",msa,CO,199870.3622,202238.4704,204470.3385,206929.7998,208967.6087,210842.0941,212610.1416,214261.1848,215708.7577,217211.4349,218983.2263,220992.654,222908.9248,224858.3873,226836.4184,228521.3513,230261.4144,231485.7937,232908.1087,233964.1212,235200.0702,236155.1456,236918.6243,237756.1723,238778.4219,239847.5897,240705.7567,241165.8292,241466.3247,241509.6221,241409.1096,241099.1681,240761.1427,240670.3837,241078.8007,241785.7384,243538.013,246063.9994,249366.6089,251919.2743,252695.2023,251733.1174,250075.2661,249183.4842,249496.7602,250725.828,252670.8769,254820.7216,256743.511,258735.5254,261416.9062,264998.352,269123.9185,273640.7525,277800.5236,281034.1825,282996.7526,284649.5083,286792.1364,289419.6873,293044.9642,297532.453,303225.47,309108.4616,314412.0128,318301.7142,319935.1083,319396.7171,317583.9263,315748.5762,314459.6724,313087.5439,311653.0596,310015.1074,308721.3978,307934.5616,307852.4233,308448.7126,309250.4436,310106.5429,310703.9826,310938.8867,311048.3165,310481.9195,310123.2277,309528.799
394358,20,"Baltimore, MD",msa,MD,133706.9836,134182.0829,134710.3957,135556.1213,136042.3891,136352.9975,136581.455,136821.3539,137098.5498,137317.1386,137593.8968,137944.8318,138378.3136,139008.6652,139785.042,140380.3565,140940.2307,141171.5816,141781.5995,142228.9995,142856.4958,143226.2149,143731.4625,144211.4758,144737.5698,145027.9312,145263.7089,145528.608,145894.8755,146155.834,146183.4779,146032.0151,145597.7805,145314.1247,145533.0371,146345.1522,147296.8789,147998.9773,148509.2486,148964.309,149014.2432,148615.6322,148023.0162,147652.6701,147914.7494,148741.9939,150353.5621,152026.3676,153387.2129,154416.7219,155628.6433,157314.1408,159397.0907,161376.3916,163186.2937,164790.5311,166176.9291,167194.5409,167959.8691,168889.1421,169776.3724,170620.7736,171258.817,172317.2608,173344.7908,174577.4056,175145.0668,175423.5017,175438.5671,175889.8428,176389.5167,176784.2948,176947.5265,177037.1683,177472.6004,178240.4303,179490.0021,180661.5706,182070.7099,183506.7255,184915.6309,186192.5607,187482.4728,188358.1186,188712.2293,188645.5276
395121,21,"St. Louis, MO",msa,MO,70008.33493,70533.60933,71048.96089,71387.91169,71672.44665,71850.774,72142.12122,72609.29926,73127.96014,73790.32207,74386.32574,74958.23779,75399.2473,75960.56743,76616.78176,77296.58254,77849.57949,78209.89049,78647.55868,79173.73153,79787.76475,80162.49665,80391.75959,80546.72894,80823.75388,81230.26979,81717.79946,82089.50436,82393.22193,82571.96233,82669.71863,82752.02308,82832.63317,83125.24181,83467.19581,83840.86526,84663.9184,85573.05888,86525.4093,87296.34563,87714.26865,87854.58288,87789.82237,88250.42957,89373.09197,90755.98242,92142.62094,93255.98894,93943.44399,94711.6268,95747.45326,97183.68056,98700.04319,99994.82478,100816.6788,101136.935,101172.5403,101329.1881,101568.7727,101879.5432,102356.7104,103231.1415,104406.1973,105525.3845,106283.3615,107183.274,107911.4315,108285.054,108218.5941,108292.0611,108637.2296,108971.2193,108852.2213,108752.5468,108969.9071,109932.1543,111116.7955,112364.4178,113488.8376,114521.7649,115207.7595,115469.2784,115580.0337,115565.8097,115622.4516,115830.0369
394943,22,"Orlando, FL",msa,FL,72312.54301,72870.60965,73576.22413,74343.16344,75192.86503,76163.20778,77274.35088,78305.11828,79174.01069,80028.4201,80903.7914,81834.97958,82540.68873,83305.92905,84132.92942,85014.168,85911.16522,86745.24283,87833.85734,88989.8942,90226.41776,91271.48354,92386.73507,93540.17892,95080.84482,96611.6187,98110.53728,99265.84471,100316.2029,101266.7992,101902.4724,102388.0088,102739.8101,103309.585,104125.5342,105154.1081,106304.4593,107264.4181,107995.9599,108533.6742,108932.6125,108878.388,108397.9257,107867.4716,107745.4224,108003.9392,108578.8234,109158.5182,109729.9806,110111.1386,110758.1009,111523.6914,112588.6935,114168.9392,116083.5043,118041.0859,119598.9717,121209.9208,123236.0741,125670.4243,128512.2319,131591.3179,134868.5089,138607.6634,142366.8808,146657.74,150306.8878,153324.7156,155193.9286,156573.1359,157741.6915,158497.8678,158427.5179,158377.8773,158413.9781,159193.6991,159687.7188,160466.9233,161289.2004,162206.9932,162747.9574,163065.9009,163480.9929,163784.508,163804.9122,163465.1364
394458,23,"Charlotte, NC",msa,NC,125507.6476,126453.3915,127404.6541,128657.2578,129898.7185,131231.7449,132496.7798,133855.6499,134729.0105,135467.4655,136409.3024,137645.0095,138878.6507,139993.6345,141268.9468,142166.2415,142937.6736,143426.8899,144109.7907,145012.9417,145989.6627,146952.1265,147966.7037,149176.17,150671.4343,151943.5886,152939.3179,153409.9471,153800.4258,154077.4245,154545.1519,155089.8957,155813.3494,156837.6935,158051.9248,159118.9648,160228.0926,161411.9437,162780.0142,163951.4893,164624.1894,165053.7368,165520.834,166659.4388,168422.298,170667.2527,173055.3097,175555.6971,177777.7168,180164.8375,182818.1752,186072.2094,189526.8988,193173.138,196181.3283,198135.497,199155.3177,200267.7712,202157.3671,204375.5282,207331.8352,210645.2661,214658.948,218978.785,223306.1464,227543.4842,230482.4344,232148.6694,232456.3601,232703.3642,233081.615,233350.3232,232947.2851,232363.8936,232304.0387,233210.6834,234633.1475,236528.9965,238510.3332,240799.9065,242892.3221,244699.464,246167.4495,246988.9716,247447.8501,247730.6191
395055,24,"San Antonio, TX",msa,TX,78135.54946,78667.25834,79167.96534,79661.96224,79963.26699,80387.72504,80988.53241,81829.18826,82658.34073,83518.44799,84420.81691,85285.78648,86006.07607,86842.54606,87798.00256,88748.04963,89416.31938,89978.52501,90597.21222,91311.6819,91926.8529,92364.02074,92658.62728,93056.80725,93288.2168,93208.78517,93033.11304,92992.74322,93309.84345,93615.77228,93839.60935,94050.57313,94386.37188,95096.32186,96030.27282,96962.8258,98910.35874,100674.9237,102114.2389,102302.9454,102215.324,102057.836,101990.3902,102313.4093,103262.3207,104507.3521,105993.6044,107353.2669,108309.1406,109205.5817,110440.1477,112142.4709,114016.9016,115806.6726,117420.9612,118641.8178,119553.6241,120318.3967,121493.5758,122934.3446,124547.069,125988.9098,127480.8804,129298.5181,131111.1516,133008.4943,134313.717,135042.011,134787.7637,134692.1965,134895.3423,135609.2038,135594.737,135358.1539,134907.264,135154.4527,135562.3717,136081.0839,136157.9856,135815.6048,135140.6282,134373.0168,133795.3138,132993.6214,132226.38,131587.6194
